input,instruction,span_start,span_end,span_text,output
,Has Ravi asserted his right to not serve time twice?,971.0,0.0,"waiving his right not to serve jail time twice for the same crime, as prosecutors appeal his sentence. ",no
,When does he go to trial?,86.0,104.0,0,It has been postponed
,When was it taken over by the Kingdom of Austrasia?,0.0,1047.0,"defeated the Alemanni during the 5th century AD,",during the 5th century
,What is it like?,168.0,177.0,very loud,It's very loud
,Who might deliver it?,499.0,645.0,"Farnam's hired man had driven across to the settlement in the afternoon and she wondered, rather anxiously, whether he would bring her a telegram.",Farnam's hired man
,Where did he go first?,259.0,276.0, first to Pilzen ,Pilzen.
,Are Genoa Inter Milan's rivals?,9.0,71.0,Inter Milan are once again five points behind rivals AC Milan ,no
,What year was that released?,258.0,291.0,"the 1992 hit ""Achy Breaky Heart,""",1992
,What is written about his life?,1186.0,1263.0,"The term ""gospel"" also refers to written accounts of Jesus' life and teaching",gospel
,Who do they pity?,802.0,0.0,"""I feel sorry for Nat.",Nat
,What did her grandmother fix her?,1002.0,1031.0,a ham sandwich with no cheese,a ham sandwich with no cheese
,What message did Barb Dunn purchase for her son's friends who have already gotten their licenses?,134.0,144.0,"stay alive . don ' t text and drive . ""","stay alive . don ' t text and drive . """
,what does she do for a living?,1426.0,1451.0,managing director of city,managing director of city
,How far was he from head of his class?,417.0,0.0,he head of his class he was not far from it,not far from it
,What is his first name?,0.0,470.0,Bayer Leverkusen,Bayer
,And her last name?,385.0,413.0,"Inman's mother, Tammy Mynatt",Mynatt
,who created it?,26.0,451.0,"Brian Moore could not stop running into his ex-girlfriend. There were four awkward and unplanned encounters in six months, to be exact. 

So while most social apps are about connecting with friends, family or good-looking strangers, Moore began to wonder if a mobile tool could use the same readily available location information to help you avoid certain people. 

That's how he and Chris Baker were inspired to create Cloak",Brian Moore and Chris Baker
,How many rooms did you check before finding your friend?,139.0,149.0,0,i checked in the living room and it was empty .
,What did Miss Stacy's farewell words to the students sound like?,85.0,93.0,quite as touching as mr . phillips ' s,quite as touching as mr . phillips ' s
,How many were arrested?,0.0,178.0,The trial of the five Somali men,five
,when?,0.0,63.0," dinner was over,",When his dinner was over.
,what did she like?,636.0,667.0,Gail's favorite ride was Ferris,Ferris
,When was it formed?,326.0,372.0,Formed in 1944 at the Bretton Woods Conference,in 1944
,what country did he play for?,0.0,960.0,0,Argentina
,What month?,33.0,54.0,0,March
,Who is the center-back?,924.0,950.0,Center-back Rafael Marquez,Rafael Marquez
,who's cabin did they visit?,1088.0,0.0,beyond Aunt Matilda's cabin.,Aunt Matilda's
,Were e-cigarettes mentioned in regards to this bill?,1131.0,1254.0, although on Friday he approved legislation banning the the use of e-cigarettes in all locations where smoking is illegal. ,no
,What did Nina tell Lucy when Lord Fawn arrived?,416.0,424.0,you ' ve got to go to prison again,you ' ve got to go to prison again
,Anything else?,705.0,733.0,0,Yes
,Where is the country located?,0.0,0.0,"Ivory Coast () or Côte d'Ivoire, officially the Republic of Côte d'Ivoire (), is a country located in West Africa. ",West Africa
,Who lives there?,291.0,473.0,"Yet Archie Moffam, as he turned out of the sun-bathed street into the ramshackle building on the third floor of which was the studio belonging to his artist friend, James B. Wheeler,","James B. Wheeler,"
,Are they worried about him?,0.0,0.0,"You don't think they'd--they'd--"" 

""Shoot him?"" Helen whispered, lowering her voice. ""They couldn't do that! They couldn't do that!"" ",Yes
,is there a movie mentioned?,525.0,545.0,"The new film ""Wild,""",yes
,When?,319.0,336.0,"February 27, 1976","February 27, 1976"
,What  is Jason's last name?,1140.0,1153.0,Jason Vorhees,Vorhees
,Did anyone know where Lady was?,20.0,144.0,"A former CIA base chief wanted by Italy and detained in Panama has been released, a State Department spokeswoman said Friday",yes
,Are multiple disciplines included in oceanography?,0.0,189.0,he study of the physical and the biological aspects of the ocean.,yes.
,what the population?,861.0,907.0,"With approximately 182 million inhabitants, Ni",182 million
,What other term for dual dating?,0.0,87.0,Old Style (O.S.) and New Style (N.S.),Old Style (O.S.) and New Style (N.S.)
,What?,1326.0,1335.0,Chrome OS,Chrome OS
,"Because they were outnumbered, who did the French depend on?",509.0,552.0,French particularly depended on the Indians,the Indians
,How many events were there,660.0,670.0,126 events,126 events
,Which party won?,23.0,116.0,"center-right National Party, led by Prime Minister John Key, won Saturday's general election ",National Party
,Did Susan spill all the beans?,1040.0,1257.0,"Whatever might have passed in the sick-room, the pumping only brought up such facts as that the Count was a splendid nurse as well as a loving father, and that he and his daughter were tenderly attached to each other.",No
,What kind of things were harvested?,0.0,456.0,grapes and olives,grapes and olives
,Anywhere else?,1368.0,0.0,not to mention the hills among the English lakes.,yes
,What did Macallister think of Jefferson's handling of a hack-saw and file?,243.0,250.0,moved macallister to approbation,moved macallister to approbation
,When did Germany colonise the region?,540.0,0.0," until the beginning of the 20th century, when Germany colonised the region.",the beginning of the 20th century
,What did Time magazine's editors decide to honor?,330.0,336.0,"unprecedented numbers "" of doctors and nurses","unprecedented numbers "" of doctors and nurses"
,Where he ended up then?,1078.0,1089.0,0,Los Angeles
,Who signed a contract?,55.0,69.0,Alex Rodriquez,Alex Rodriquez
,What is the Bank of England's role in issuing banknotes?,187.0,200.0,it has a monopoly on the issue of banknotes in england and wales,it has a monopoly on the issue of banknotes in england and wales
,Of what?,926.0,1004.0,With a thrill of dismay Eric instantly understood what must have taken place. ,What must have taken place.
,of what?,0.0,974.0,marines,marines
,What were the names of the fowl?,1161.0,1179.0,Mr. and Mrs. Quack,Mr. and Mrs. Quack
,what was she thinking about?,720.0,765.0,he had seen this sort of thing in the movies-,that she had seen this sort of thing before
,What country did this happen in?,1347.0,0.0,"Obama has barely dismantled any of the Bush programs, and sometimes even expanded their reach in the use of drone strikes and the targeting of American citizens.",America
,Where do lemurs live?,1372.0,1382.0,Madagascar,Madagascar
,Were they competing for something?,540.0,562.0,Aunt Jane's affections,Yes
,what relationship?,1045.0,1072.0,"but his uncle, Sid Merrick,",uncle
,What cartoon?,265.0,276.0,"Abdullah X,","Abdullah X,"
,Is one of the animals aware of this?,954.0,988.0,ightfoot knew all this as he waite,yes
,What is the population of Guam?,99.0,102.0,"161 , 785","161 , 785"
,Was that a quick and easy choice?,788.0,899.0,"0, after decades of political infighting, Buenos Aires was federalized and removed from Buenos Aires Province. ",No
,How long passed before he started to wonder how long he'd be there?,723.0,825.0,"Ten minutes passed, and the youth began to wonder how long he would have to remain a self-made prisone",Ten minutes
,What did Antonius demand when Octavianus asked for his inheritance?,290.0,0.0,0,public money
,While producing the same light?,477.0,661.0,"EDs powerful enough for room lighting remain somewhat more expensive, and require more precise current and heat management, than compact fluorescent lamp sources of comparable output. ",no
,What did the protesters do at Grand Central Station?,973.0,1064.0,"At New York City's Grand Central Station, protesters Tuesday night re-enacted the chokehold",re-enacted the chokehold
,Was he formerly a part of the U.S. Military?,0.0,62.0,A former Marine Corps reservist ,Yes
,When?,1100.0,1188.0," The islands derive their name from British explorer John Marshall, who visited in 1788.",in 1788.
,how will they tell them?,963.0,972.0,telephone,telephone
,how do you know?,251.0,297.0,"but was evidently in great pain, for he moaned",he moaned
,On what vehicle does this story take place?,13.0,71.0,0,The _Ghost_
,What weapon did the first person have?,493.0,0.0,"the former in a stout plain steel helmet, cuirass, and gauntlets, a sword,",a sword
,What offices did Hitler put together at that point?,1001.0,0.0,by merging the powers and offices of the Chancellery and Presidency,the Chancellery and Presidency
,What are those?,105.0,144.0,0,"Songwriter, actress, and businesswoman."
,Who supervised the test?,978.0,1031.0,"Her teacher, Mr. Matthews, handed out the Math tests ",Her teacher
,Is it true that Florida has alligators but no crocodiles?,1107.0,1225.0,0,No
,what is Hamas?,550.0,591.0,"Hamas, a Palestinian Islamic organization",a Palestinian Islamic organization
,what was he worried about?,240.0,254.0,missing vessel,A missing vessel
,Where were they going?,0.0,748.0,"
""But is there any safe place",a safe place
,What did Mrs. Ricket ask Ferris when he claimed to have seen Carson enter Mr. Saunders' room?,203.0,211.0,just as i was getting ready to come down,just as i was getting ready to come down
,Who rebuttled to his statement?,231.0,236.0,Roger,Roger
,What piece of furniture is important?,105.0,0.0,chair,chair
,What did Grace buy?,58.0,67.0,a Frisbee,a Frisbee
,What kind of people were in the group?,26.0,37.0,adventurers,adventurers
,Where was Rushd born?,408.0,450.0," Ibn Rushd was born in Córdoba, Al Andalus","Córdoba, Al Andalus"
,Was Pike described as old?,950.0,953.0,Old,yes
,Which one?,976.0,1027.0,closing in on Mueller's all-time record of 68 goals,Mueller's all-time record of 68 goals
,what is the point of the project started in 2014?,0.0,881.0,0,digitising manuscripts
,Is the name an anagram?,0.0,76.0,Entertainment and Sports Programming Network,yes
,What is Uganda's capital?,664.0,671.0,Kampala,Kampala
,Why?,94.0,135.0,to make sure no one was left at the beach,to make sure no one was left at the beach
,How long has Nick Wilkins been cancer-free since receiving the personalized cell therapy?,250.0,251.0,six months,six months
,Developed by?,249.0,352.0,"""Shrewbot"" is the latest in a line of robots developed by teams at the UK's Bristol Robotics Laboratory",UK's Bristol Robotics Laboratory
