input,instruction,span_start,span_end,span_text,output
,Why?,843.0,934.0,"Never mind. Get a policeman, or somebody else. I am going to have these rascals arrested.” ",To have them arrested.
,Who went somewhere?,8.0,24.0,the Smith family,The Smith family
,What did he eat in Italy?,514.0,545.0,"In Italy, he wanted a sandwich.",a sandwich
,Then what is he?,282.0,309.0,new Web-only cartoon series,new Web-only cartoon series
,Is Lahore smallest Punjabi city,394.0,500.0,"Lahore is the historic cultural centre of the Punjab region, and is the largest Punjabi city in the world.",No
,Any others?,0.0,219.0,Jordan to the southwest,Jordan to the southwest
,How much money was involved?,458.0,606.0,"The Los Angeles County District Attorney's Office says the counts against O'Callaghan, 54, involve an alleged misappropriation of more than $140,000","$140,000"
,do they have another friend?,91.0,113.0,her other friend James,yes
,what other accronyms may be used?,45.0,47.0,GA,GA and AG
,And Yoomy?,686.0,700.0,sing old songs,sing old songs
,was she old?,591.0,637.0,"tall, thin elderly woman answered their summon",yes
,what date was the initial public offering,1514.0,1576.0,"On March 12, 1986, the company had its initial public offering","On March 12, 1986"
,when?,0.0,33.0,Joey went to the doctor yesterday,yesterday
,Who got punished for the crime?,732.0,0.0,Morton,Morton
,was someone rescued?,405.0,0.0,The four cadets who had taken part in the rescue of John Franklin and his son Phil,Yes
,What U.S president was a part of this deal?,596.0,0.0,"The Obama administration seems equally determined -- despite opposition from Saudi Arabia and Israel, as well as an obstructive Congress -- to welcome the Iranians back into the international community, so long as they agree to play by the rules.",Obama.
,During what war did women fight as men?,929.0,0.0,"She wasn't the first woman to don a male disguise and join the army, though. During the Revolutionary War, women fought as men on both sides. 
",revolutionary
,In  what month?,828.0,850.0,Andy Murray in January,January
,What was the first newspaper to subscribe to Reuters?,264.0,269.0,"london "" morning advertiser","london "" morning advertiser"
,Which 2?,589.0,693.0," The laid back, Stetson-wearing lawman first appeared in Leonard's novels, ""Pronto"" and ""Riding the Rap""",Pronto and Riding the Rap
,What else?,0.0,223.0,laid down in the grass,laid down in the grass
,Why not?,872.0,1003.0,0,she was jealous
,Who may be a criminal?,1195.0,1219.0,0,Blackie Crw=owden
,Who listed it as a medical classification?,122.0,191.0, a medical classification list by the World Health Organization (WHO),WHO
,How old is the dad now?,260.0,271.0,"Guidroz, 57",57
,What time is it when Jim smells fire?,424.0,473.0,It was nearly midnight when Jim suddenly halted. ,It was nearly midnight
,Which part?,0.0,87.0,high and late,high and late
,True or False: Honolulu is Hawaii's capital.,0.0,69.0,Honolulu is the capital and largest city of the U.S. state of Hawaii.,true
,Who related this information?,640.0,762.0,"broke out Valetta, 'though she went out on the beach, and Mysie must not stay out after dark, for fear she should cough.' ",Valetta
,did she sound the same asalways?,0.0,0.0,with hardly a vestige left of her former firmness of voice and manner.,no
,Where?,86.0,142.0,He would play in his basement. He would play in his room,basement and his room
,When did it become a different name?,422.0,0.0,changing to the current name in 1968,1968
,Who is the actor?,1102.0,1122.0,Jesse Tyler Ferguson,Jesse Tyler Ferguson
,"What was the land bridge that Paleo-Indians crossed, called?",1268.0,0.0,Beringia,Beringia
,Where?,337.0,378.0,from his home at the time in Philadelphia,Philadelphia
,What year did he become the first centenarian to complete a run?,1304.0,0.0,2011,2011
,What was he eating?,564.0,581.0,a dish of almonds,a dish of almonds
,who?,492.0,522.0,Ginger brings the frisbee back,Ginger
,What other animals did Sally talk to that day?,210.0,0.0,Sally likes to sing with the birds,birds
,what temper does he have?,249.0,325.0,Black Steve's a dangerous man and we know something about the _Metis_ temper,Metis_ temper
,How was 4th of July spent?,923.0,1009.0,Fourth of July had been spent rather quietly at home preparing for the trip. Of course,quietly at home
,Where does he live?,528.0,591.0,"Freeman, who is now in his 70s and lives near Seville in Spain,",near Seville
,did june agree with mary about the weather?,631.0,652.0,The rain is not mean;,No
,Did they meet there?,653.0,711.0,"It was only an accident, then, that I did not meet you."" 
",no
,how was she feeling about the upcoming event?,584.0,0.0,She was so excited,excited
,Whom did he cause pain?,0.0,206.0, the pain it caused his family and fans,his family
,Is it a serious offense?,526.0,0.0,"""The circumstances are extremely serious,""",yes
,What kind of lines was Arturo involved with?,1064.0,1124.0,controlled large commercial undertakings and steamship lines,steamship
,does he come from a good family?,337.0,353.0,0,yes
,What is pitch closely related to?,190.0,0.0,closely related to frequency,to frequency
,When was the Constitution done up?,385.0,0.0,"r the Constitution of 1789,",1789
,What Gəˁəz: Dawit means?,56.0,67.0,beloved one,beloved one
,Why?,1267.0,1297.0,with the soldiers so dispersed,soldiers were dispersed
,who paid,1258.0,1279.0,Ron paid for the food,Ron
,How many passengers does Humberto Delgado Airport serve annually?,251.0,253.0,over 20 million,over 20 million
,What street did she go down?,302.0,356.0,ot till she had dived into the human river of Broadway,Broadway
,What seems to be on the rises at the UN?,153.0,207.0," Today, he adds, that figure has risen to almost 200. ",Membership.
,Where is Minot?,0.0,0.0,0,North Dakota
,Is the state mountainous?,8.0,70.0,is a state in the mountain region of the western United States,yes
,Who said said it was him?,289.0,0.0,Michael Schwandt,Michael Schwandt
,What happened?,337.0,405.0,"Prime suspect Bruce Jeffrey Pardo, who police said committed suicide",He committed suicide
,What is the Democratic Party's dominant worldview?,87.0,94.0,social conservatism and economic liberalism,social conservatism and economic liberalism
,does the cat get mad for eating her food?,534.0,583.0,she likes the cat's food better. The cat gets mad,yes
,When could someone buy it in the US?,1055.0,1066.0,until 2011 ,until 2011
,what part of the U.S were they from?,368.0,0.0,"In the South, Greene and Rawdon",the South
,how many people have they sentenced to death?,1273.0,0.0,0,more than 180
,From where?,1566.0,0.0,t was the site of the assassination of Archduke Franz Ferdinand of Austria,Austria
,Where's the last place Alexis was seen?,264.0,308.0,Alexis Murphy was last seen at a gas station,At a gas station
,who put Garner in a chokehold?,0.0,507.0,0,Pantaleo
,Which else?,0.0,2138.0," Leading examples of the federal state include the United States, Germany, Canada, Switzerland, Australia and India",Australia
,what did he command?,805.0,867.0,Kennedy commanded a series of PT boats in the Pacific theater ,PT boats
,What was the purpose of the ladder that Stuyvesant was making?,280.0,284.0,to go upon the loft,to go upon the loft
,What was the final choice for which door to go through?,202.0,203.0,door d,door d
,How old is he?,407.0,436.0, celebrates his 31st birthday,30
,Do they have an alternate name?,37.0,65.0,"Czech and , ""Česko-Slovensko","Czech and , ""Česko-Slovensko"
,For what organization?,623.0,657.0,Jean Ichbiah of CII Honeywell Bull,CII Honeywell Bull
,What did the worker put the goldfish in before giving it to the dinosaur?,225.0,0.0,0,a bag of water
,How many tunes did the company hold the rights to?,993.0,1040.0,"atalog of copyrights to more than 2,000 songs, ",over 2000
,What is the name of the suspect in the federal hate crime case?,57.0,0.0,conrad alvin barrett,conrad alvin barrett
,who adopted him,1073.0,1099.0, the Egyptian royal family,the Egyptian royal family
,What did Phil think they should do about Old Haskers' treatment?,80.0,84.0,0,report it to doctor clay
,How long is she quarantined?,432.0,0.0,She is quarantined for 21 days,21 days
,What documents did he not have?,382.0,399.0,certain documents,certain documents
,Was he there with him?,571.0,653.0, a man who identified himself as Mohammed Gadhafi told Al Jazeera in a phone call.,no
,Which rank is this article about?,0.0,106.0,"In biology, kingdom (Latin: regnum, plural regna) is the second highest taxonomic rank, just below domain.",Kingdom
,Was the Baroness afraid of any of them?,160.0,267.0,"Yet it was well that the snow came early, for it was the best defence of the lonely castle from any attack ",No
,How many organizations controlled radio and TV?,588.0,638.0,Broadcasting of radio and television was a duopoly,Two
,Did Aristotle follow Platonism  all his life?,1180.0,1269.0,Aristotle immersed himself in empirical studies and shifted from Platonism to empiricism.,No
,What date was that?,598.0,611.0,0,December 2007
,American?,1576.0,1583.0,Mexican,Mexican
,"if he had, what does Elinor believe?",392.0,471.0,"Had he ever been in the way of learning, I think he would have drawn very well.",He would have drawn very well.
,Was he having fun?,668.0,694.0,immy wasn't having any fun,no
,what did he do next?,0.0,534.0,"Jack took Noodle, Puff, and Fluff to the park to run and play.",took the dogs to the park
,What is another one?,1290.0,1321.0,0,European Free Trade Association
,Were there only 2 people in the room?,100.0,352.0,"Mrs. Halliday glanced at the others curiously and got a sense of strain. Dick, looking disturbed but resolute, leaned against the table opposite Mordaunt, whose face was rather white; Bernard occupied the bench by the wall and his look was inscrutable.",No
,how many other UK banks can do that?,0.0,822.0,The Bank is one of eight banks authorised to issue banknotes,Seven
,Does it have one definition that covers everything?,826.0,977.0,"However, ICT has no universal definition, as ""the concepts, methods and applications involved in ICT are constantly evolving on an almost daily basis.""",No.
